countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,account.t.d
Belize,BLZ,2014,228016.0,Latin America & Caribbean (excluding high income),Upper middle income,0.51
Belize,BLZ,2014,228016.0,Latin America & Caribbean (excluding high income),Upper middle income,0.41
Benin,BEN,2014,6043333.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.32
Benin,BEN,2014,6043333.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.12
Bhutan,BTN,2014,523289.0,South Asia (excluding high income),Lower middle income,0.46
Bhutan,BTN,2014,523289.0,South Asia (excluding high income),Lower middle income,0.29
Bolivia,BOL,2014,7120716.0,Latin America & Caribbean (excluding high income),Lower middle income,0.48
Bolivia,BOL,2014,7120716.0,Latin America & Caribbean (excluding high income),Lower middle income,0.2
Bosnia and Herzegovina,BIH,2014,3077307.0,Europe & Central Asia (excluding high income),Upper middle income,0.63
Bosnia and Herzegovina,BIH,2014,3077307.0,Europe & Central Asia (excluding high income),Upper middle income,0.38
Botswana,BWA,2014,1405268.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.62
Botswana,BWA,2014,1405268.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.31
Brazil,BRA,2014,152293155.0,Latin America & Caribbean (excluding high income),Upper middle income,0.75
Brazil,BRA,2014,152293155.0,Latin America & Caribbean (excluding high income),Upper middle income,0.6
Bulgaria,BGR,2014,6271977.0,Europe & Central Asia (excluding high income),Upper middle income,0.77
Bulgaria,BGR,2014,6271977.0,Europe & Central Asia (excluding high income),Upper middle income,0.32
Burkina Faso,BFA,2014,9623020.0,Sub-Saharan Africa (excluding high income),Low income,0.38
Burkina Faso,BFA,2014,9623020.0,Sub-Saharan Africa (excluding high income),Low income,0.11
Burundi,BDI,2014,5630929.0,Sub-Saharan Africa (excluding high income),Low income,
Burundi,BDI,2014,5630929.0,Sub-Saharan Africa (excluding high income),Low income,
Cambodia,KHM,2014,10284331.0,East Asia & Pacific (excluding high income),Lower middle income,0.39
Cambodia,KHM,2014,10284331.0,East Asia & Pacific (excluding high income),Lower middle income,0.2
Cameroon,CMR,2014,12084831.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.22
Cameroon,CMR,2014,12084831.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.06
Canada,CAN,2014,29372810.0,High income,High income,1.0
Canada,CAN,2014,29372810.0,High income,High income,1.0
Chad,TCD,2014,7035329.0,Sub-Saharan Africa (excluding high income),Low income,0.26
Chad,TCD,2014,7035329.0,Sub-Saharan Africa (excluding high income),Low income,0.1
Chile,CHL,2014,14064832.0,High income,High income,0.71
Chile,CHL,2014,14064832.0,High income,High income,0.37
China,CHN,2014,1113693456.0,East Asia & Pacific (excluding high income),Upper middle income,0.9
China,CHN,2014,1113693456.0,East Asia & Pacific (excluding high income),Upper middle income,0.73
Colombia,COL,2014,34309704.0,Latin America & Caribbean (excluding high income),Upper middle income,0.46
Colombia,COL,2014,34309704.0,Latin America & Caribbean (excluding high income),Upper middle income,0.2
"Congo, Dem. Rep.",COD,2014,40959603.0,Sub-Saharan Africa (excluding high income),Low income,0.23
"Congo, Dem. Rep.",COD,2014,40959603.0,Sub-Saharan Africa (excluding high income),Low income,0.08
"Congo, Rep.",COG,2014,2849454.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.23
"Congo, Rep.",COG,2014,2849454.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.11
Costa Rica,CRI,2014,3611461.0,Latin America & Caribbean (excluding high income),Upper middle income,0.73
Costa Rica,CRI,2014,3611461.0,Latin America & Caribbean (excluding high income),Upper middle income,0.49
Cote d'Ivoire,CIV,2014,13848553.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.48
Cote d'Ivoire,CIV,2014,13848553.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.3
Croatia,HRV,2014,3606895.0,High income,High income,0.94
Croatia,HRV,2014,3606895.0,High income,High income,0.65
Cyprus,CYP,2014,991903.0,High income,High income,0.92
Cyprus,CYP,2014,991903.0,High income,High income,0.86
Czechia,CZE,2014,8944904.0,High income,High income,0.89
Czechia,CZE,2014,8944904.0,High income,High income,0.5
Denmark,DNK,2014,4641892.0,High income,High income,1.0
Denmark,DNK,2014,4641892.0,High income,High income,1.0
Dominican Republic,DOM,2014,7152325.0,Latin America & Caribbean (excluding high income),Upper middle income,0.73
Dominican Republic,DOM,2014,7152325.0,Latin America & Caribbean (excluding high income),Upper middle income,0.41
Ecuador,ECU,2014,11054660.0,Latin America & Caribbean (excluding high income),Upper middle income,0.51
Ecuador,ECU,2014,11054660.0,Latin America & Caribbean (excluding high income),Upper middle income,0.3
"Egypt, Arab Rep.",EGY,2014,63009609.0,Middle East & North Africa (excluding high income),Lower middle income,0.19
"Egypt, Arab Rep.",EGY,2014,63009609.0,Middle East & North Africa (excluding high income),Lower middle income,0.08
El Salvador,SLV,2014,4304307.0,Latin America & Caribbean (excluding high income),Lower middle income,0.52
El Salvador,SLV,2014,4304307.0,Latin America & Caribbean (excluding high income),Lower middle income,0.25
Estonia,EST,2014,1110561.0,High income,High income,1.0
Estonia,EST,2014,1110561.0,High income,High income,0.92
Ethiopia,ETH,2014,55109169.0,Sub-Saharan Africa (excluding high income),Low income,0.37
Ethiopia,ETH,2014,55109169.0,Sub-Saharan Africa (excluding high income),Low income,0.19
Finland,FIN,2014,4545771.0,High income,High income,1.0
Finland,FIN,2014,4545771.0,High income,High income,1.0
France,FRA,2014,53825137.0,High income,High income,0.97
France,FRA,2014,53825137.0,High income,High income,0.83
Gabon,GAB,2014,1209169.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.45
Gabon,GAB,2014,1209169.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.22
Georgia,GEO,2014,3020250.0,Europe & Central Asia (excluding high income),Upper middle income,0.41
Georgia,GEO,2014,3020250.0,Europe & Central Asia (excluding high income),Upper middle income,0.35
Germany,DEU,2014,69974132.0,High income,High income,0.99
Germany,DEU,2014,69974132.0,High income,High income,0.98
Ghana,GHA,2014,16743744.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.54
Ghana,GHA,2014,16743744.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.25
Greece,GRC,2014,9357686.0,High income,High income,0.87
Greece,GRC,2014,9357686.0,High income,High income,0.9
Guatemala,GTM,2014,9616393.0,Latin America & Caribbean (excluding high income),Upper middle income,0.53
Guatemala,GTM,2014,9616393.0,Latin America & Caribbean (excluding high income),Upper middle income,0.26
Guinea,GIN,2014,6293415.0,Sub-Saharan Africa (excluding high income),Low income,
Guinea,GIN,2014,6293415.0,Sub-Saharan Africa (excluding high income),Low income,
Haiti,HTI,2014,6636287.0,Latin America & Caribbean (excluding high income),Lower middle income,0.23
Haiti,HTI,2014,6636287.0,Latin America & Caribbean (excluding high income),Lower middle income,0.11
Honduras,HND,2014,5672647.0,Latin America & Caribbean (excluding high income),Lower middle income,0.45
Honduras,HND,2014,5672647.0,Latin America & Caribbean (excluding high income),Lower middle income,0.21
"Hong Kong SAR, China",HKG,2014,6342961.0,High income,High income,0.97
"Hong Kong SAR, China",HKG,2014,6342961.0,High income,High income,0.93
Hungary,HUN,2014,8464202.0,High income,High income,0.84
Hungary,HUN,2014,8464202.0,High income,High income,0.45
India,IND,2014,907853291.0,South Asia (excluding high income),Lower middle income,0.64
India,IND,2014,907853291.0,South Asia (excluding high income),Lower middle income,0.43
Indonesia,IDN,2014,185894322.0,East Asia & Pacific (excluding high income),Lower middle income,0.54
Indonesia,IDN,2014,185894322.0,East Asia & Pacific (excluding high income),Lower middle income,0.16
"Iran, Islamic Rep.",IRN,2014,61676328.0,Middle East & North Africa (excluding high income),Lower middle income,0.93
"Iran, Islamic Rep.",IRN,2014,61676328.0,Middle East & North Africa (excluding high income),Lower middle income,0.91
Iraq,IRQ,2014,20884823.0,Middle East & North Africa (excluding high income),Upper middle income,0.13
Iraq,IRQ,2014,20884823.0,Middle East & North Africa (excluding high income),Upper middle income,0.09
Ireland,IRL,2014,3629630.0,High income,High income,0.97
Ireland,IRL,2014,3629630.0,High income,High income,0.71
Israel,ISR,2014,5787501.0,High income,High income,0.9
Israel,ISR,2014,5787501.0,High income,High income,0.84
Italy,ITA,2014,51850742.0,High income,High income,0.95
Italy,ITA,2014,51850742.0,High income,High income,0.79
Jamaica,JAM,2014,2096466.0,Latin America & Caribbean (excluding high income),Upper middle income,0.81
Jamaica,JAM,2014,2096466.0,Latin America & Caribbean (excluding high income),Upper middle income,0.7
Japan,JPN,2014,110762343.0,High income,High income,1.0
Japan,JPN,2014,110762343.0,High income,High income,0.84
Jordan,JOR,2014,5205320.0,Middle East & North Africa (excluding high income),Upper middle income,0.27
Jordan,JOR,2014,5205320.0,Middle East & North Africa (excluding high income),Upper middle income,0.18
Kazakhstan,KAZ,2014,12875804.0,Europe & Central Asia (excluding high income),Upper middle income,0.58
Kazakhstan,KAZ,2014,12875804.0,Europe & Central Asia (excluding high income),Upper middle income,0.28
Kenya,KEN,2014,25714887.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.86
Kenya,KEN,2014,25714887.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.64
"Korea, Rep.",KOR,2014,43035419.0,High income,High income,0.95
"Korea, Rep.",KOR,2014,43035419.0,High income,High income,0.91
Kosovo,XKX,2014,1334099.0,Europe & Central Asia (excluding high income),Upper middle income,0.63
Kosovo,XKX,2014,1334099.0,Europe & Central Asia (excluding high income),Upper middle income,0.36
Kuwait,KWT,2014,2736473.0,High income,High income,0.76
Kuwait,KWT,2014,2736473.0,High income,High income,0.48
Kyrgyz Republic,KGZ,2014,3978542.0,Europe & Central Asia (excluding high income),Lower middle income,0.22
Kyrgyz Republic,KGZ,2014,3978542.0,Europe & Central Asia (excluding high income),Lower middle income,0.05
Latvia,LVA,2014,1719348.0,High income,High income,0.95
Latvia,LVA,2014,1719348.0,High income,High income,0.74
Lebanon,LBN,2014,4265657.0,Middle East & North Africa (excluding high income),Lower middle income,0.55
Lebanon,LBN,2014,4265657.0,Middle East & North Africa (excluding high income),Lower middle income,0.33
Lithuania,LTU,2014,2524428.0,High income,High income,0.89
Lithuania,LTU,2014,2524428.0,High income,High income,0.4
Luxembourg,LUX,2014,451457.0,High income,High income,0.96
Luxembourg,LUX,2014,451457.0,High income,High income,0.99
Madagascar,MDG,2014,13785487.0,Sub-Saharan Africa (excluding high income),Low income,
Madagascar,MDG,2014,13785487.0,Sub-Saharan Africa (excluding high income),Low income,
Malawi,MWI,2014,8735190.0,Sub-Saharan Africa (excluding high income),Low income,0.37
Malawi,MWI,2014,8735190.0,Sub-Saharan Africa (excluding high income),Low income,0.12
Malaysia,MYS,2014,22158615.0,East Asia & Pacific (excluding high income),Upper middle income,0.84
Malaysia,MYS,2014,22158615.0,East Asia & Pacific (excluding high income),Upper middle income,0.59
Mali,MLI,2014,9100789.0,Sub-Saharan Africa (excluding high income),Low income,0.35
Mali,MLI,2014,9100789.0,Sub-Saharan Africa (excluding high income),Low income,0.17
Malta,MLT,2014,364279.0,High income,High income,0.97
Malta,MLT,2014,364279.0,High income,High income,0.91
Mauritania,MRT,2014,2084692.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.32
Mauritania,MRT,2014,2084692.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.18
Mauritius,MUS,2014,1010413.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.87
Mauritius,MUS,2014,1010413.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.76
Mexico,MEX,2014,84399247.0,Latin America & Caribbean (excluding high income),Upper middle income,0.46
Mexico,MEX,2014,84399247.0,Latin America & Caribbean (excluding high income),Upper middle income,0.3
Moldova,MDA,2014,2361002.0,Europe & Central Asia (excluding high income),Upper middle income,0.22
Moldova,MDA,2014,2361002.0,Europe & Central Asia (excluding high income),Upper middle income,0.02
Mongolia,MNG,2014,2074233.0,East Asia & Pacific (excluding high income),Lower middle income,0.97
Mongolia,MNG,2014,2074233.0,East Asia & Pacific (excluding high income),Lower middle income,0.78
Montenegro,MNE,2014,504976.0,Europe & Central Asia (excluding high income),Upper middle income,0.7
Montenegro,MNE,2014,504976.0,Europe & Central Asia (excluding high income),Upper middle income,0.35
Myanmar,MMR,2014,36618649.0,East Asia & Pacific (excluding high income),Lower middle income,0.26
Myanmar,MMR,2014,36618649.0,East Asia & Pacific (excluding high income),Lower middle income,0.21
Namibia,NAM,2014,1427950.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.72
Namibia,NAM,2014,1427950.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.43
Nepal,NPL,2014,18161615.0,South Asia (excluding high income),Lower middle income,0.52
Nepal,NPL,2014,18161615.0,South Asia (excluding high income),Lower middle income,0.3
Netherlands,NLD,2014,13933854.0,High income,High income,0.99
Netherlands,NLD,2014,13933854.0,High income,High income,1.0
New Zealand,NZL,2014,3534713.0,High income,High income,1.0
New Zealand,NZL,2014,3534713.0,High income,High income,0.97
Nicaragua,NIC,2014,4012287.0,Latin America & Caribbean (excluding high income),Lower middle income,0.26
Nicaragua,NIC,2014,4012287.0,Latin America & Caribbean (excluding high income),Lower middle income,0.08
Niger,NER,2014,9371030.0,Sub-Saharan Africa (excluding high income),Low income,
Niger,NER,2014,9371030.0,Sub-Saharan Africa (excluding high income),Low income,
Nigeria,NGA,2014,100567840.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.56
Nigeria,NGA,2014,100567840.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.28
North Macedonia,MKD,2014,1565432.0,Europe & Central Asia (excluding high income),Upper middle income,0.88
North Macedonia,MKD,2014,1565432.0,Europe & Central Asia (excluding high income),Upper middle income,0.48
Norway,NOR,2014,4150602.0,High income,High income,1.0
Norway,NOR,2014,4150602.0,High income,High income,1.0
Pakistan,PAK,2014,128875593.0,South Asia (excluding high income),Lower middle income,0.25
Pakistan,PAK,2014,128875593.0,South Asia (excluding high income),Lower middle income,0.1
Panama,PAN,2014,2737867.0,High income,High income,0.5
Panama,PAN,2014,2737867.0,High income,High income,0.23
Peru,PER,2014,21413567.0,Latin America & Caribbean (excluding high income),Upper middle income,0.33
Peru,PER,2014,21413567.0,Latin America & Caribbean (excluding high income),Upper middle income,0.12
Philippines,PHL,2014,66911959.0,East Asia & Pacific (excluding high income),Lower middle income,0.37
Philippines,PHL,2014,66911959.0,East Asia & Pacific (excluding high income),Lower middle income,0.18
